logging,optimal,uniform,greedy,online,regression-based (single),IS-based (single),hybrid (single),IS-based (dso),hybrid (fixed-action),target_value,random_state
-0.07108186930418015,0.2919881343841553,-0.11529111117124557,0.10313664376735687,0.2641928493976593,0.1509888470172882,0.16812118887901306,0.17555896937847137,0.1849936991930008,0.1418790966272354,10,0
-0.01895073801279068,0.3881562352180481,-0.0839293971657753,0.25079429149627686,0.3604593873023987,0.2933424115180969,0.2970641255378723,0.29631003737449646,0.2948576807975769,0.27979353070259094,10,1
0.03941916674375534,0.32656988501548767,-0.008098737336695194,0.19229626655578613,0.3146584630012512,0.2252831757068634,0.2522115111351013,0.26136645674705505,0.2480900138616562,0.2158081978559494,10,2
-0.03235609084367752,0.343615859746933,-0.10939406603574753,0.2571946680545807,0.3260650038719177,0.2885442078113556,0.2805294394493103,0.2640998363494873,0.26077502965927124,0.2830415666103363,10,3
-0.2830662727355957,0.13447342813014984,-0.35756340622901917,-0.011620069853961468,0.1068933978676796,0.024203743785619736,0.0188303180038929,0.010964548215270042,-0.009517711587250233,0.0021817258093506098,10,4
0.30678096413612366,0.7538355588912964,0.19377879798412323,0.6243473887443542,0.7466380000114441,0.683750569820404,0.6742004156112671,0.7087023854255676,0.7017573714256287,0.6446056962013245,10,5
0.4496130347251892,0.8389937281608582,0.36217451095581055,0.6977207064628601,0.810495138168335,0.7363926768302917,0.7377035617828369,0.7490305304527283,0.7370421886444092,0.7165622115135193,10,6
0.26021307706832886,0.6710252165794373,0.1882743239402771,0.547141969203949,0.654457151889801,0.5886848568916321,0.5505222678184509,0.5605648159980774,0.5850115418434143,0.3789641559123993,10,7
0.034964825958013535,0.5021933913230896,-0.06917112320661545,0.38751307129859924,0.46788570284843445,0.40872231125831604,0.38369446992874146,0.4071390926837921,0.3669014275074005,0.38447871804237366,10,8
0.12873148918151855,0.545259952545166,0.03477006033062935,0.4286317825317383,0.5212138295173645,0.47070586681365967,0.4169696867465973,0.45781683921813965,0.4046086072921753,0.4168331027030945,10,9
0.18430818617343903,0.6221475005149841,0.06263275444507599,0.4899939000606537,0.609551191329956,0.5416266322135925,0.54903644323349,0.549233615398407,0.5128426551818848,0.3938392996788025,10,10
0.09483335167169571,0.516929030418396,-0.0032474123872816563,0.4198746979236603,0.4902801811695099,0.4649715721607208,0.4540333151817322,0.45642638206481934,0.4225873053073883,0.4231613278388977,10,11
0.02345859818160534,0.31527242064476013,-0.028556356206536293,0.23436342179775238,0.294858455657959,0.23315785825252533,0.23336103558540344,0.24005287885665894,0.24473132193088531,0.22213679552078247,10,12
0.16119594871997833,0.5251155495643616,0.09056995809078217,0.4547847509384155,0.5064123868942261,0.47802335023880005,0.430666983127594,0.46536099910736084,0.4309495985507965,0.42732730507850647,10,13
-0.05702441930770874,0.3666888475418091,-0.14270508289337158,0.26156190037727356,0.3447228968143463,0.3020704388618469,0.2439386546611786,0.26288995146751404,0.24789899587631226,0.2679600119590759,10,14
-0.08691466599702835,0.29410243034362793,-0.161063551902771,0.19011841714382172,0.29174965620040894,0.22062240540981293,0.20434273779392242,0.19439302384853363,0.19466719031333923,0.2107817828655243,10,15
0.15399059653282166,0.555198609828949,0.0810541957616806,0.42076724767684937,0.5369157791137695,0.4513465464115143,0.44666653871536255,0.46482783555984497,0.4075916111469269,0.39836055040359497,10,16
0.22312790155410767,0.4924352169036865,0.19012387096881866,0.4176792502403259,0.46863219141960144,0.443483829498291,0.3844456076622009,0.39951014518737793,0.3848826289176941,0.39824461936950684,10,17
0.4014410674571991,0.8374754786491394,0.2586866319179535,0.7329415082931519,0.822109580039978,0.7739719748497009,0.704890787601471,0.7405222058296204,0.6731050610542297,0.6932042837142944,10,18
0.2690706253051758,0.7542866468429565,0.09781723469495773,0.6850590109825134,0.720284104347229,0.6992872953414917,0.681845486164093,0.7005555629730225,0.6586108207702637,0.695005476474762,10,19
-0.0756245106458664,0.5039922595024109,-0.11428762227296829,0.18765802681446075,0.41703104972839355,0.25601935386657715,0.2807469964027405,0.2784882187843323,0.3184882700443268,0.2059127241373062,50,0
-0.04818950966000557,0.5076833367347717,-0.0855267122387886,0.13298600912094116,0.4293203055858612,0.16009585559368134,0.2334011197090149,0.23727332055568695,0.2662836015224457,0.1753809154033661,50,1
0.02248871512711048,0.452556312084198,-0.005630148109048605,0.20716089010238647,0.3881095051765442,0.2549571394920349,0.2008117437362671,0.24491433799266815,0.23469765484333038,0.22457094490528107,50,2
-0.07585113495588303,0.4279293417930603,-0.10928072780370712,0.08423075824975967,0.3678779900074005,0.10609567910432816,0.15070486068725586,0.17631585896015167,0.22958159446716309,0.06418118625879288,50,3
-0.3052355647087097,0.3276527523994446,-0.3511640727519989,-0.10561176389455795,0.2413879632949829,0.02767232432961464,0.00916459783911705,0.09167230874300003,0.04640793427824974,-0.09642796963453293,50,4
0.2445305734872818,0.9297095537185669,0.18284916877746582,0.5778860449790955,0.8669239282608032,0.6856513619422913,0.6524538993835449,0.6647893786430359,0.5154754519462585,0.5832929611206055,50,5
0.4107044041156769,1.102952480316162,0.3656121790409088,0.6710845828056335,1.0219248533248901,0.6281895041465759,0.8164163827896118,0.7744620442390442,0.7115090489387512,0.6504717469215393,50,6
0.22598493099212646,0.7945206165313721,0.1815056949853897,0.46623411774635315,0.7126644253730774,0.4841001033782959,0.529768168926239,0.5223363041877747,0.4579438865184784,0.49657729268074036,50,7
-0.03870263695716858,0.6295404434204102,-0.07336626946926117,0.18029195070266724,0.5392042398452759,0.10456976294517517,0.33976560831069946,0.3337509334087372,0.37809205055236816,0.15475983917713165,50,8
0.11036987602710724,0.7719690799713135,0.04167572781443596,0.393588662147522,0.70577073097229,0.3402443826198578,0.5034924745559692,0.5426836609840393,0.45626914501190186,0.43431752920150757,50,9
0.12613312900066376,0.757927656173706,0.05873573571443558,0.3580423891544342,0.7015778422355652,0.30633705854415894,0.4730786681175232,0.4805276393890381,0.42062821984291077,0.3487073481082916,50,10
0.031926315277814865,0.5725390315055847,-0.001861377852037549,0.21240359544754028,0.4986511766910553,0.27442118525505066,0.2976599633693695,0.3112660050392151,0.2293446958065033,0.2496688961982727,50,11
0.025321440771222115,0.5336942672729492,-0.03145400807261467,0.2264225035905838,0.4355641007423401,0.1889549046754837,0.3147847652435303,0.30591151118278503,0.33818376064300537,0.23637717962265015,50,12
0.12961649894714355,0.7039699554443359,0.08131562173366547,0.3589630722999573,0.5514916777610779,0.3803565800189972,0.3981160521507263,0.38029712438583374,0.3922722041606903,0.3971301019191742,50,13
-0.08737285435199738,0.5416590571403503,-0.13668027520179749,0.19441044330596924,0.48169344663619995,0.21285571157932281,0.26781904697418213,0.338069349527359,0.3520786166191101,0.18171168863773346,50,14
